0.0010412261163556555,0.000977776447700292
0.0010821388624941083,0.0009540338646265805
0.0011226870666769305,0.000928767759385737
0.0011628189284965923,0.0009019752211430503
0.0012024820630726445,0.0008736549545821946
0.0012416235467780532,0.0008438073137974822
0.0012801899644761618,0.0008124343350598654
0.0013181274582466929,0.0007795397683981932
0.0013553817775771224,0.0007451291079373471
0.0013918983309936666,0.0007092096209350526
0.0014276222391040078,0.0006717903754594079
0.001462498389021773,0.0006328822666494801
0.0014964714901406489,0.0005924980415016954
0.0015294861312238881,0.0005506523221251986
0.0015614868387728155,0.0005073616274098734
0.0015924181366358166,0.00046264439305130386
0.001622224606817147,0.00041652098987761307
0.0016508509514427693,0.0003690137404238562
0.0016782420558382996,0.00032014693370044416
0.0017043430526720222,0.0002699468381029602
0.0017290993871138317,0.00021844171241168625
0.0017524568829588648,0.00016566181483019005
0.0017743618096625047,0.00011163941001343318
0.0017947609502313969,5.640877403704604e-05
0.0018136016699130597,6.19726068130656e-09
0.0018308319856246839,-5.753001496030016e-05
0.00184640063605972,-0.00011615954375913591
0.0018602571524088986,-0.00017584006048078563
0.0018723519296304162,-0.0002365272326851173
0.0018826362982021256,-0.00029817473246974253
0.0018910625962867255,-0.00036073424715035073
0.0018975842422391373,-0.00042415549233457275
0.001902155807383488,-0.0004883862274235115
0.001904733088985406,-0.0005533722735730998
0.0019052731833436585,-0.0006190575341453927
0.001903734558923542,-0.0006853840176777707
0.0019000771294528692,-0.0007522918633958219
0.0018942623268998846,-0.0008197193692933845
0.0018862531742509815,-0.0008876030228008707
0.0018760143580047039,-0.0009558775340605568
0.001863512300297182,-0.0010244758718250145
0.0018487152305728825,-0.0010933293019922768
0.001831593256713355,-0.0011623674287886785
0.0018121184355355223,-0.0012315182386075877
0.0017902648425700066,-0.0013007081465094576
0.001766008641028993,-0.0013698620453857673
0.0017393281498722206,-0.001438903357786504
0.0017102039108788597,-0.0015077540904078605
0.0016786187546322816,-0.0015763348912337682
0.0016445578653240494,-0.0016445651093218087
0.0016080088442828775,-0.001712362857220877
0.0015689617721337985,-0.0017796450760047791
0.0015274092694923655,-0.00184632760290269
0.0014833465560983902,-0.0019123252415041054
0.0014367715082934877,-0.0019775518345125833
0.0013876847147465511,-0.0020419203390191925
0.0013360895303312426,-0.00210534290426318
0.0012819921280596378,-0.0021677309518439263
0.0012254015489763116,-0.0022289952583447892
0.0011663297499174034,-0.0022890460403259456
0.0011047916490395699,-0.002347793041639831
0.0010408051690241748,-0.0024051456230192543
0.0009743912778626564,-0.0024610128538847345
0.0009055740271296721,-0.002515303606314042
0.0008343805876514215,-0.0025679266511134274
0.0007608412824774443,-0.002618790755926438
0.0006849896170652095,-0.002667804785312719
0.0006068623065879437,-0.002714877802725669
0.0005264993002774,-0.0027599191743143073
0.00044394380271463806,-0.0028028386744712542
0.00035924229198338817,-0.0028435465930452416
0.0002724445346021828,-0.0028819538441331714
