distFitness,StabilityFitness,pitchMean,pitchVar,rollMean,rollVar,heightVar,yawVar
0.019986784959709125,0.012377812161321966,0.0067415196316075125,0.0018951879041200833,9.927645528458997e-05,0.0007045571985694497,0.0006878823727523551,0.0022493885989879757
0.003908869464036627,0.019106331329779513,0.006300724822653762,0.0030291896653125336,0.0020158488554154253,0.0021399009903339673,0.0023887466725114326,0.0032319203235523916
0.021643483402762776,0.014233015841904149,0.0021616001133555997,0.004243913604386717,0.0009550377981441712,0.003168736607989397,0.001915393052315969,0.0017883346657122958
0.002817179107557382,0.02711354423205207,0.009460193108938728,0.0021168591537190844,0.008219293899304198,0.002366603188642266,0.0011909761188684074,0.0037596187625793813
0.11429002131302336,0.02913291267589569,0.006209081548332358,0.003283827018886113,0.0013170325417445668,0.0024417868277894056,0.002062232214024329,0.013818952525118918
0.0633060075494554,0.034283109186836344,0.010470006776638485,0.0033916428156447105,0.010191247968010948,0.0027792148276681115,0.003942000571361088,0.003508996227512995
0.1798332777647651,0.02907802706907242,0.0017547474998533122,0.0050584962316546364,0.00403022231662229,0.003252050762605555,0.0051232506606903394,0.009859259597646289
0.17956765043812972,0.025219751903960523,0.002228791272134734,0.0044539373534830924,0.0006140856679712099,0.0012825428716314734,0.0034770425911291995,0.01316335214761081
0.22543253357964563,0.048065844148132364,0.005136037469303545,0.007241253915619542,0.014591948290951706,0.004241350650172133,0.008348333244048208,0.008506920578037223
0.3192538466301035,0.05031684996348834,0.00730774430587311,0.005481732870994622,0.016446372556449478,0.00240003925779023,0.00986464996329467,0.008816311009086232
0.3989369957214304,0.04296339561695542,0.008022043005725035,0.006875898870536905,0.017388368426787055,0.0036567212545132273,0.0023163531916640533,0.0047040108677291435
0.44663191659663476,0.04170684662358139,0.009714565045983534,0.006247200048425369,0.017494449516657008,0.002162460088407847,0.0028071095231043644,0.0032810624010032588
0.429375488266156,0.048120740008047454,0.014112951522342331,0.006166203114857247,0.019507715186283428,0.0021309835028264852,0.002390325305593088,0.0038125613761448725
0.3981769431847799,0.04608229755457174,0.0131727656715834,0.005785125092690757,0.017978034983681335,0.00236412140392647,0.0033628115374156916,0.0034194388652740884
0.41616547923259334,0.042895875357990866,0.012594907641971959,0.0053023743130606,0.016580498730568955,0.0032736015675965614,0.0014481137097822555,0.003696379395010531
0.382314608254567,0.03431823882676131,0.00775780998459855,0.006930793271248345,0.004787100787654112,0.009142023600424418,0.0032807126010698244,0.002419798581766059
0.4487997312874295,0.03598063184436248,0.00774607895951422,0.005033225707219092,0.005290826200264035,0.005657340862160992,0.0035038852369496847,0.008749274878254458
0.4833441581628739,0.032115200145608556,0.006085913194887531,0.005314153551598555,0.0013394242965530556,0.005531071172639207,0.005262214331304976,0.008582423598625235
0.47861858632649834,0.03427606111480077,0.006981423322309128,0.004601317814804285,0.001843444434838237,0.005100076198634632,0.0017215491782704717,0.014028250165944013
0.38634797464297205,0.04030411234171689,0.009424962467438723,0.006916975335849858,0.0022573158568478576,0.004736751035583315,0.005818237434335268,0.01114987021166187
0.6002177316260793,0.039458803591464864,0.005680547442189057,0.00578483693907041,0.004337227257618522,0.004793233073095534,0.002877972185957023,0.01598498669353432
0.5300832776825287,0.042428305177386924,0.011421037379995176,0.005103653415921316,0.004137700713905954,0.004879448467411268,0.001301576202137725,0.015584888998015491
0.4583325249912137,0.03993410249545252,0.006876686124582132,0.005901516700660943,0.007340134572160769,0.0038063861018807496,0.0008124033083628429,0.015196975687805082
0.44526824389383607,0.036880760646694905,0.007093820842760484,0.006641212791884935,0.008349110003391273,0.004212956458191787,0.0011460760610268973,0.009437584489439531
0.34523422367767476,0.03483598253457241,0.0030666906374132077,0.009429152861922821,0.006542159065898414,0.003457345753581912,0.0028333577511350763,0.009507276464620974
0.4022351526923582,0.032837403035895926,0.008054542936600581,0.008528210446974608,0.0032540412851566427,0.003897547878521639,0.0016392241629187337,0.00746383632572372
0.4104577625822583,0.03490774909627656,0.001497461609139909,0.006869158660719927,0.009412101014014568,0.004449845977325284,0.0011827024565981704,0.011496479378478698
0.40157311993112477,0.04386774957668641,0.004603335551342052,0.006743012796419049,0.002927628899856264,0.005183433417080412,0.0033658024291932324,0.021044536482795407
0.35884667024502703,0.03038423679914389,0.002041788396546778,0.007864767233362208,0.004110297905286057,0.004070238785428931,0.0018754890782643522,0.010421655400255565
0.3467293014710742,0.028960419260713504,0.0004983073625732218,0.0055046564697005295,0.001214974740433417,0.005597962297839492,0.003580917636886249,0.012563600753280595
0.3894201603837352,0.03395866072432563,0.0009270003531249942,0.005703923474526732,0.0031752682390338333,0.005787572448944403,0.001305754556792244,0.017059141651903423
0.30559523685767714,0.03619252840145858,0.0032492036132292217,0.00483613747213493,0.0038970506805575855,0.006076675064904695,0.0016128999266331392,0.01652056164399901
0.3726274565596851,0.04651544858964542,0.008796268135940493,0.003993497799209742,0.010533335240081413,0.008558349877374555,0.0020678036297446826,0.012566193907294531
0.3658312253063689,0.054596368435316435,0.00909097701361982,0.004990931804972847,0.012300259319227971,0.008798896087389953,0.00211129372042201,0.017304010489683833
0.2872062076672865,0.051139583499977846,0.006423031298490436,0.006824134207211143,0.010522240208302114,0.008382856970648988,0.0025456608694158444,0.016441659945909317
