distFitness,StabilityLoss,pitchMean,pitchStd,rollMean,rollStd,heightStd,yawStd
-0.006441833309747568,0.01411667137688166,0.004272823148552196,0.0032279040469290377,0.0022487988681863668,0.0012805733415966005,0.0021840608460257527,0.0009025111255917069
0.05289112815894535,0.02070058095959292,0.0016329524660859038,0.005860581432581393,0.0027757039325064336,0.003729009937700083,0.004176009176874996,0.00252632401384411
0.026667848316790612,0.03456833116814927,0.011714887424406477,0.006761313069931856,0.004370889485186301,0.002423232819473097,0.004437120211551936,0.004860888157599604
0.17776432020590016,0.038372760141270765,0.0040641924483508516,0.007897140098734951,0.0029014905890126937,0.003863517736478569,0.01728453492904457,0.0023618843396491346
0.15880509757713684,0.064038615672403,0.004927523383747973,0.011961493204970553,0.001911254193150111,0.005916946091479611,0.03053160715056745,0.008789791648487302
0.10740545007903494,0.0420819075843713,0.0068947637600024,0.010425434075392098,0.0003773217213317697,0.006973216830162882,0.011522676602597088,0.005888494594885065
0.12563410477518885,0.048066935473775226,0.01167293003083736,0.009055791687602502,0.002342598455961478,0.006481241389694064,0.009895125107535993,0.008619248802143832
0.16972166424141027,0.07290620596056516,0.011648484481175655,0.01086267939488707,0.006660963588751751,0.007023433026286444,0.02362510917265819,0.013085536296806045
0.20223323971005203,0.06585734916357351,0.012725517179357998,0.015075399738992456,0.007335599943304777,0.0076592597253404065,0.018224694548311656,0.004836878028266221
0.1810958777738415,0.0866211529392354,0.01602890727472224,0.015774032643762977,0.010474959079192749,0.007954151099871588,0.025689436249287517,0.010699666592398334
0.07178609715363499,0.07188851705811507,0.014261744410516456,0.014795740769966238,0.0020474899894115614,0.003849063758203879,0.022671861208834694,0.014262616921182239
0.0659368124179219,0.07351362314210386,0.014131409527317944,0.0178479817640354,0.0001617964546129918,0.00256913021217341,0.021625866240036654,0.01717743894392747
0.05461122817996032,0.07169827908229677,0.0074674528801840995,0.022175348796691485,0.0043387064893163005,0.003730894774215146,0.02069919934588733,0.013286676796002398
0.09493255851439206,0.07829138288667555,0.00389336570484854,0.021163258031270702,0.006082551610348239,0.006787463003213426,0.02231176041200227,0.018052984124992375
0.22074779135713857,0.09100409598738134,0.0029168256647081007,0.016420309245024533,0.004390463058004242,0.01398230082184367,0.016223789039848866,0.03707040815795193
0.26247628932508116,0.08979653518171249,0.0026369734901533497,0.0061702221390142085,0.006423036186837993,0.01966000324444264,0.0198005809087245,0.03510571921253979
0.25564924929512467,0.12622938354577382,0.0063198914905734154,0.009554362611538053,0.009735987954841489,0.021773452710268964,0.03722456526745582,0.04162112351109607
0.34391090676980707,0.10759288274524267,0.013924145616557367,0.012693593768395704,0.005428064983751173,0.008802740947545403,0.03827714381928632,0.02846719360970671
0.36025534540823756,0.1249743758788572,0.022056263471587276,0.020402672305745155,0.004974531030981845,0.00891816029100531,0.035195440453468674,0.03342730832606893
0.431889269358812,0.19174267104238363,0.016936938505058147,0.021791641640115104,0.007749840185858668,0.005110688839831621,0.040153561871520096,1.3639779860577028
0.4793145999217827,0.09655246557273095,0.003708707653980329,0.016138758621232787,0.012902783471667189,0.009498096918030441,0.0382453462462501,0.01605877266157011
0.4630413765795638,0.0887309736388869,0.0033822450561700516,0.011836012747897463,0.016208763637995956,0.011065341931095873,0.032537771484098574,0.01370083878162899
0.5016094314490173,0.09155936133206669,0.000395307566695653,0.00811117898423704,0.018751876261163206,0.012087813823088246,0.0338779394983899,0.018335245198492632
0.510116079824947,0.10915418667168068,0.005961153840529215,0.006034222841788624,0.02169120238380795,0.015733762527206378,0.037199518680926455,0.022534326397422057
0.49477087715267903,0.12841298072654994,0.015962846590806126,0.00533564212125826,0.015424033432441985,0.01576087243558438,0.045192669572479534,0.030736916573979662
0.6156264375146654,0.11661103613655946,0.02292692465364259,0.008866097769995555,0.004370926953384567,0.012284487464031334,0.040857769014030154,0.027304830281475265
0.5046997074681877,0.1573805676962225,0.027713285465861152,0.013116252740366388,0.0023066748065628485,0.011954087021116595,0.06988553962402119,0.03240472803829431
